Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-09-02 00:00:00-04:00,85.62999725341797,85.83999633789062,85.4800033569336,85.62999725341797,48760600,0.328,0.0,0.0
2025-09-03 00:00:00-04:00,85.93000030517578,86.80999755859375,85.88999938964844,86.56999969482422,52499500,0.0,0.0,0.0
2025-09-04 00:00:00-04:00,87.0199966430664,87.23999786376953,86.58000183105469,87.2300033569336,40501600,0.0,0.0,0.0
2025-09-05 00:00:00-04:00,88.22000122070312,88.61000061035156,88.13999938964844,88.55999755859375,69668000,0.0,0.0,0.0
2025-09-08 00:00:00-04:00,89.16999816894531,89.76000213623047,89.12000274658203,89.73999786376953,54538700,0.0,0.0,0.0
2025-09-09 00:00:00-04:00,89.4000015258789,89.55000305175781,88.98999786376953,89.2300033569336,37126400,0.0,0.0,0.0
2025-09-10 00:00:00-04:00,89.4000015258789,90.06999969482422,89.19000244140625,89.73999786376953,40713600,0.0,0.0,0.0
2025-09-11 00:00:00-04:00,89.91000366210938,90.4800033569336,89.9000015258789,90.33999633789062,46694400,0.0,0.0,0.0
2025-09-12 00:00:00-04:00,89.83000183105469,89.9800033569336,89.48999786376953,89.94999694824219,32968600,0.0,0.0,0.0
2025-09-15 00:00:00-04:00,90.1500015258789,90.45999908447266,90.06999969482422,90.16000366210938,24820100,0.0,0.0,0.0
2025-09-16 00:00:00-04:00,90.08999633789062,90.5,90.04000091552734,90.3499984741211,26794200,0.0,0.0,0.0
2025-09-17 00:00:00-04:00,90.70999908447266,91.04000091552734,89.87000274658203,90.12000274658203,49121800,0.0,0.0,0.0
2025-09-18 00:00:00-04:00,89.26000213623047,89.47000122070312,88.9000015258789,89.19000244140625,55717900,0.0,0.0,0.0
2025-09-19 00:00:00-04:00,89.06999969482422,89.2300033569336,88.79000091552734,89.0199966430664,32509200,0.0,0.0,0.0
2025-09-22 00:00:00-04:00,88.81999969482422,88.91000366210938,88.54000091552734,88.69999694824219,24758200,0.0,0.0,0.0
2025-09-23 00:00:00-04:00,88.97000122070312,89.36000061035156,88.75,89.31999969482422,26689000,0.0,0.0,0.0
2025-09-24 00:00:00-04:00,89.08000183105469,89.16000366210938,88.69999694824219,88.9800033569336,28098000,0.0,0.0,0.0
2025-09-25 00:00:00-04:00,88.8499984741211,89.02999877929688,88.45999908447266,88.9800033569336,29882500,0.0,0.0,0.0
2025-09-26 00:00:00-04:00,88.98999786376953,89.47000122070312,88.69000244140625,88.9000015258789,30936600,0.0,0.0,0.0
